10
0.0	333.88
0.834741709715	333.69
2.7326589191	332.11
2.90006955763	331.95
2.90458583983	331.8
3.91190642701	331.75
5.22564668472	331.79
5.78618724093	332.27
7.41441957899	334.41
8.43614248338	334.54
17
0.0	332.93
4.45473194897	333.14
5.15765926782	333.2
6.49686241461	333.19
7.60997569295	332.72
9.08500100297	331.93
9.86265810683	331.09
10.2685044868	331.07
10.35337331	330.99
10.9119194795	330.95
11.6189860896	330.97
12.8876788579	332.48
13.4632228266	332.64
15.8237716098	333.08
17.1472766058	333.1
18.3592566331	332.84
22.4676144706	332.92
14
0.0	332.09
8.13746727119	332.22
15.1641566835	332.23
22.2130565336	332.38
30.4721594246	332.87
31.6820482037	331.75
32.6508728922	330.56
33.8815373727	330.52
34.9507973496	331.23
36.4619434978	331.68
38.4230358581	332.51
40.7822806654	332.51
52.9605697007	332.24
62.7834829053	332.1
18
0.0	331.38
9.70660257992	331.52
19.631376801	331.58
24.8593262178	332.0
26.0476656199	332.12
26.8153288667	331.94
27.2774628091	331.77
27.401229857	331.6
27.8283909311	330.79
28.3354711603	330.15
28.9595786911	330.13
29.4615447974	330.23
30.6295858764	330.3
32.559060111	331.11
33.7884267297	331.76
36.2395766544	331.84
46.5004689875	331.61
57.4717456439	331.38
15
0.0	330.75
9.6859277828	330.8
24.496352956	330.95
32.8228198526	330.89
39.1180802187	331.17
41.098277403	330.96
42.1545635446	330.01
42.4522600641	329.83
43.0836467893	329.87
44.0530490119	329.9
44.1549958349	329.97
44.8951651588	330.3
52.3426217987	331.17
60.831600184	330.88
69.8805036549	330.78
22
0.0	331.56
7.77077542834	331.61
16.2843280723	331.66
17.2412862826	331.65
18.9470335384	331.37
20.3533407004	330.91
21.7716020211	330.25
22.0539008706	330.17
23.0024425191	330.0
23.7791246017	329.8
23.9063275079	329.74
24.6116622595	330.1
24.9167365615	330.07
25.1296456894	330.2
25.1962530574	330.3
25.93429031	330.72
26.5670753647	330.82
26.9562063998	330.89
29.6619885382	331.11
31.0890440423	331.69
35.809562957	331.7
43.1648943008	331.67
18
0.0	331.33
8.45830489805	331.47
13.4662193043	331.34
14.7637461842	330.95
17.9555715438	330.36
18.9757031904	329.88
21.2264173602	329.74
21.3156765024	329.71
21.4563192171	329.53
22.0758111144	329.49
22.8650145131	329.65
23.3970846824	330.24
24.192231059	330.81
25.9647169253	331.34
27.3670637318	331.51
32.5766222316	331.56
42.013698522	331.55
51.5398185872	331.51
21
0.0	331.31
6.61801991067	331.42
9.71320981727	331.06
10.1813572756	330.84
11.6823760103	330.11
12.1622324388	329.83
12.5411405145	329.61
12.591370125	329.43
12.7103559685	329.26
13.2177577648	329.27
13.7578408129	329.39
13.9804652343	329.46
14.7855762052	329.44
15.8452591516	329.93
16.890817662	330.01
18.1204497602	330.63
18.9014392862	331.12
19.6392614196	331.34
20.8164265821	331.23
25.8869028681	331.37
33.1199064008	331.08
15
0.0	331.02
9.53301356654	331.25
12.081392154	331.15
12.311097156	330.91
12.4808184067	330.8
13.0488023518	330.45
13.8504473967	330.09
14.3398492764	329.6
14.5093378154	329.09
14.6590644822	329.23
15.4188586665	329.48
17.2204563044	329.49
18.8781450664	329.37
19.9797088682	329.92
20.494448391	330.64
25
0.0	329.66
10.1721320439	329.57
16.5229311956	329.63
19.0452784671	329.77
22.1919007242	329.9
23.725281874	329.84
24.2953791867	329.92
25.1471147598	329.49
25.5252370044	329.2
25.7063333414	329.03
25.8327122512	329.11
25.9391899903	328.99
26.2944107791	328.8
26.5899064708	328.95
26.7073061105	329.07
26.922225804	329.15
27.382909847	329.29
27.8892888776	329.94
29.2753773612	330.01
30.8715073772	329.74
31.3561289455	329.7
32.9910684029	329.39
40.2540082926	329.35
54.6343857085	329.15
65.0152904856	329.01
18
0.0	329.19
8.38252506016	329.14
16.9403358087	329.22
20.790060125	329.28
22.4644913874	328.49
23.5761272775	327.84
23.9863268836	327.7
24.3652383698	327.83
25.3607224723	328.57
25.8585338565	329.17
26.8970674874	329.58
27.3069897613	329.54
27.6469108546	329.5
28.2288925761	329.28
28.7227834909	329.11
30.6921587887	328.88
40.8938831589	328.7
54.0164388218	328.62
15
0.0	328.47
15.1112828794	328.41
28.6658123904	328.45
29.8690686797	328.76
30.7199250824	328.61
31.4766753236	327.53
32.2513444907	327.41
32.8895397948	327.51
34.8599262425	328.41
36.0825346325	328.66
38.1360367411	329.06
39.3256481882	328.84
40.4578139168	328.32
52.5318461066	328.18
63.0178249984	328.03
21
0.0	327.79
3.57854798364	327.89
5.73539885274	327.93
7.64634057549	328.05
9.12533542923	328.01
10.1200891438	326.58
10.2203490756	326.52
10.6086296441	326.41
11.155606359	326.51
11.3851907812	326.79
11.6813641181	327.12
12.9495367276	327.67
14.0136432319	327.85
15.751901261	328.4
16.04299287	328.49
16.8722942993	328.43
17.6434666113	328.14
18.7212535657	327.79
19.4118494156	327.69
34.1873495269	327.62
43.409290946	327.49
21
0.0	327.46
2.66243888212	327.46
6.56428213897	327.34
7.88642472349	327.43
9.7239663018	327.64
11.0257721197	327.48
11.9312054117	327.25
12.9045121765	326.46
13.191715539	326.13
