10
0.0	333.88
0.835	333.69
2.733	332.11
2.9	331.95
2.905	331.8
3.912	331.75
5.226	331.79
5.786	332.27
7.414	334.41
8.436	334.54
17
0.0	332.93
4.455	333.14
5.158	333.2
6.497	333.19
7.61	332.72
9.085	331.93
9.863	331.09
10.269	331.07
10.353	330.99
10.912	330.95
11.619	330.97
12.888	332.48
13.463	332.64
15.824	333.08
17.147	333.1
18.359	332.84
22.468	332.92
14
0.0	332.09
8.137	332.22
15.164	332.23
22.213	332.38
30.472	332.87
31.682	331.75
32.651	330.56
33.882	330.52
34.951	331.23
36.462	331.68
38.423	332.51
40.782	332.51
52.961	332.24
62.783	332.1
18
0.0	331.38
9.707	331.52
19.631	331.58
24.859	332.0
26.048	332.12
26.815	331.94
27.277	331.77
27.401	331.6
27.828	330.79
28.335	330.15
28.96	330.13
29.462	330.23
30.63	330.3
32.559	331.11
33.788	331.76
36.24	331.84
46.5	331.61
57.472	331.38
15
0.0	330.75
9.686	330.8
24.496	330.95
32.823	330.89
39.118	331.17
41.098	330.96
42.155	330.01
42.452	329.83
43.084	329.87
44.053	329.9
44.155	329.97
44.895	330.3
52.343	331.17
60.832	330.88
69.881	330.78
22
0.0	331.56
7.771	331.61
16.284	331.66
17.241	331.65
18.947	331.37
20.353	330.91
21.772	330.25
22.054	330.17
23.002	330.0
23.779	329.8
23.906	329.74
24.612	330.1
24.917	330.07
25.13	330.2
25.196	330.3
25.934	330.72
26.567	330.82
26.956	330.89
29.662	331.11
31.089	331.69
35.81	331.7
43.165	331.67
18
0.0	331.33
8.458	331.47
13.466	331.34
14.764	330.95
17.956	330.36
18.976	329.88
21.226	329.74
21.316	329.71
21.456	329.53
22.076	329.49
22.865	329.65
23.397	330.24
24.192	330.81
25.965	331.34
27.367	331.51
32.577	331.56
42.014	331.55
51.54	331.51
21
0.0	331.31
6.618	331.42
9.713	331.06
10.181	330.84
11.682	330.11
12.162	329.83
12.541	329.61
12.591	329.43
12.71	329.26
13.218	329.27
13.758	329.39
13.98	329.46
14.786	329.44
15.845	329.93
16.891	330.01
18.12	330.63
18.901	331.12
19.639	331.34
20.816	331.23
25.887	331.37
33.12	331.08
15
0.0	331.02
9.533	331.25
12.081	331.15
12.311	330.91
12.481	330.8
13.049	330.45
13.85	330.09
14.34	329.6
14.509	329.09
14.659	329.23
15.419	329.48
17.22	329.49
18.878	329.37
19.98	329.92
20.494	330.64
25
0.0	329.66
10.172	329.57
16.523	329.63
19.045	329.77
22.192	329.9
23.725	329.84
24.295	329.92
25.147	329.49
25.525	329.2
25.706	329.03
25.833	329.11
25.939	328.99
26.294	328.8
26.59	328.95
26.707	329.07
26.922	329.15
27.383	329.29
27.889	329.94
29.275	330.01
30.872	329.74
31.356	329.7
32.991	329.39
40.254	329.35
54.634	329.15
65.015	329.01
18
0.0	329.19
8.383	329.14
16.94	329.22
20.79	329.28
22.464	328.49
23.576	327.84
23.986	327.7
24.365	327.83
25.361	328.57
25.859	329.17
26.897	329.58
27.307	329.54
27.647	329.5
28.229	329.28
28.723	329.11
30.692	328.88
40.894	328.7
54.016	328.62
15
0.0	328.47
15.111	328.41
28.666	328.45
29.869	328.76
30.72	328.61
31.477	327.53
32.251	327.41
32.89	327.51
34.86	328.41
36.083	328.66
38.136	329.06
39.326	328.84
40.458	328.32
52.532	328.18
63.018	328.03
21
0.0	327.79
3.579	327.89
5.735	327.93
7.646	328.05
9.125	328.01
10.12	326.58
10.22	326.52
10.609	326.41
11.156	326.51
11.385	326.79
11.681	327.12
12.95	327.67
14.014	327.85
15.752	328.4
16.043	328.49
16.872	328.43
17.643	328.14
18.721	327.79
19.412	327.69
34.187	327.62
43.409	327.49
21
0.0	327.46
2.662	327.46
6.564	327.34
7.886	327.43
9.724	327.64
11.026	327.48
11.931	327.25
12.905	326.46
13.192	326.13
13.491	325.83
14.027	325.83
14.594	326.01
15.11	326.89
15.685	327.14
17.213	327.66
18.387	327.89
19.285	327.69
20.313	327.24
21.994	327.16
33.139	327.03
44.182	326.95
18
0.0	326.49
4.97	326.62
6.581	326.65
8.284	326.77
9.457	326.38
10.088	325.65
10.411	325.42
10.574	325.33
10.992	325.27
11.687	325.48
11.83	325.59
12.309	326.04
13.492	326.5
15.985	326.83
18.55	326.77
23.624	326.73
34.714	326.65
45.958	326.55
22
0.0	326.25
2.98	326.34
6.505	326.54
7.247	326.51
7.97	326.73
9.256	326.47
10.457	325.91
11.137	325.23
11.65	325.11
11.786	325.06
11.822	325.0
12.31	324.96
12.773	324.92
13.006	325.71
13.483	325.96
14.591	326.31
15.604	326.41
17.767	326.38
18.222	326.32
20.393	326.26
24.28	326.12
27.685	326.26
21
0.0	325.88
7.08	325.81
9.057	326.07
10.05	326.01
11.965	325.71
12.764	325.34
13.976	324.29
14.147	324.32
14.239	324.23
14.588	324.19
14.875	324.23
14.993	324.36
15.281	324.46
16.258	325.72
17.152	326.02
18.009	326.12
18.981	326.08
20.528	325.82
22.4	325.74
27.659	325.72
30.211	325.75
18
0.0	325.28
6.403	325.29
8.019	325.39
9.125	325.41
10.218	325.07
10.689	324.3
11.222	323.99
11.355	323.91
11.702	323.89
11.979	323.91
12.039	323.96
12.743	324.37
13.209	324.9
14.188	325.36
14.892	325.43
16.123	325.54
19.276	325.37
23.975	325.25
12
0.0	325.17
13.139	325.01
14.854	324.99
16.638	324.21
17.633	323.42
18.015	323.31
18.432	323.25
19.234	323.42
21.196	324.56
22.948	325.09
25.139	325.25
36.549	324.93
11
0.0	324.9
1.369	323.99
3.215	322.24
5.966	321.4
6.721	321.27
7.712	321.54
9.099	322.47
10.86	324.15
15.92	324.74
21.514	325.09
24.932	325.28
