13
-33.28	335.17
-7.11	333.99
-3.92	333.88
-3.08	333.69
-1.19	332.11
-1.01	331.8
-0.01	331.75
1.31	331.79
1.87	332.27
3.5	334.41
4.52	334.54
8.02	334.7
27.25	333.67
19
-33.03	332.89
-10.94	332.93
-6.49	333.14
-5.78	333.2
-4.44	333.19
-3.33	332.72
-1.86	331.93
-1.08	331.09
-0.67	331.07
-0.59	330.99
-0.03	330.95
0.68	330.97
1.95	332.48
2.52	332.64
4.88	333.08
6.21	333.1
7.42	332.84
11.53	332.92
29.64	332.56
14
-33.88	332.09
-25.75	332.22
-18.72	332.23
-11.67	332.38
-3.41	332.87
-2.2	331.75
-1.23	330.56
-0.0	330.52
1.07	331.23
2.58	331.68
4.54	332.51
6.9	332.51
19.08	332.24
28.9	332.1
19
-38.48	331.37
-28.94	331.38
-19.24	331.52
-9.32	331.58
-4.09	332.0
-2.9	332.12
-2.13	331.94
-1.67	331.77
-1.55	331.6
-1.12	330.79
-0.61	330.15
0.01	330.13
0.51	330.23
1.68	330.3
3.61	331.11
4.84	331.76
7.29	331.84
17.55	331.61
28.52	331.38
15
-42.43	330.75
-32.74	330.8
-17.93	330.95
-9.61	330.89
-3.31	331.17
-1.33	330.96
-0.27	330.01
0.02	329.83
0.66	329.87
1.62	329.9
1.73	329.97
2.47	330.3
9.91	331.17
18.4	330.88
27.45	330.78
23
-23.75	331.56
-15.98	331.61
-7.47	331.66
-6.51	331.65
-4.81	331.37
-3.4	330.91
-1.98	330.25
-1.7	330.17
-0.75	330.0
0.02	329.8
0.15	329.74
0.86	330.1
1.16	330.07
1.37	330.2
1.44	330.3
2.18	330.72
2.81	330.82
3.2	330.89
5.91	331.11
7.33	331.69
12.05	331.7
19.41	331.67
30.27	331.69
18
-22.01	331.33
-13.55	331.47
-8.54	331.34
-7.24	330.95
-4.05	330.36
-3.03	329.88
-0.78	329.74
-0.69	329.71
-0.55	329.53
0.07	329.49
0.86	329.65
1.39	330.24
2.19	330.81
3.96	331.34
5.36	331.51
10.57	331.56
20.01	331.55
29.53	331.51
22
-21.43	331.11
-13.22	331.31
-6.6	331.42
-3.51	331.06
-3.04	330.84
-1.54	330.11
-1.06	329.83
-0.68	329.61
-0.63	329.43
-0.51	329.26
-0.0	329.27
0.54	329.39
0.76	329.46
1.56	329.44
2.62	329.93
3.67	330.01
4.9	330.63
5.68	331.12
6.42	331.34
12.67	331.37
19.9	331.08
32.83	331.11
20
-21.37	331.01
-14.52	331.02
-4.99	331.25
-2.44	331.15
-2.21	330.91
-2.04	330.8
-1.47	330.45
-0.67	330.09
-0.18	329.6
-0.01	329.09
0.14	329.23
0.9	329.48
2.7	329.49
4.36	329.37
5.46	329.92
5.97	330.64
7.54	331.23
12.6	331.29
19.59	331.18
32.69	331.04
25
-26.27	329.66
-16.1	329.57
-9.75	329.63
-7.22	329.77
-4.08	329.9
-2.54	329.84
-1.97	329.92
-1.12	329.49
-0.74	329.2
-0.56	329.03
-0.44	329.11
-0.33	328.99
0.02	328.8
0.32	328.95
0.44	329.07
0.65	329.15
1.11	329.29
1.62	329.94
3.01	330.01
